Date,Rating,User,Review
11-Apr-19,5,novie andri,the best online shop application
11-Apr-19,5,Pami Veli,"giving good service, good product eith good prices"
11-Apr-19,5,Husnaqilan Sadida,One of best online shop i've ever use
11-Apr-19,5,Roos Anil,like this page for online shopping
11-Apr-19,5,Ratih Puspita,"easy to use, real seller"
11-Apr-19,5,Zive Computer,"Great app, thank you <3"
11-Apr-19,3,Bambang Trisulo,what n where ?????? GOMBAL . bo ..... ong
11-Apr-19,5,Whr Bong,Good e-commerce... Very usefull
11-Apr-19,5,deny fortuna,Nice application... User friendly
11-Apr-19,4,alit saputra,awesome tokopedia is no one👍
11-Apr-19,4,Ajab taofik Hidayat,tokopedia is good business parnert
11-Apr-19,5,Shelvyana Yu,make my life easier..
11-Apr-19,5,__yoonki,my favorite e-commerce 👍👍👍
11-Apr-19,5,Hendy Setyawan,very usefull for shopping
11-Apr-19,5,Luigi Sentoso,great app.. responsive helper..
11-Apr-19,5,iPunk Macipunk,"user interface friendly user, very good"
11-Apr-19,5,Hasyim Sutanto,Tokopedia is one of the best
11-Apr-19,5,langitmerah,no. 1 for sure
11-Apr-19,1,Ayman sawan,No English language
11-Apr-19,5,"Learn, Play n Happy with Cimi",are the gift cards good
11-Apr-19,5,CREATIVEDIA ID,i love this app
11-Apr-19,5,Ragil B Sumantri,i like this app
11-Apr-19,4,Rubianto wicaksono,so far so good
11-Apr-19,5,Kemas Aliph,i believe in u 😘
11-Apr-19,5,Ruben Renat,easy to use
11-Apr-19,5,I Wayan Boy Christian,good shoping experience
11-Apr-19,5,Bayu Pria Hantara,best online shop
11-Apr-19,5,frimpong radamel,ecommerce? tokped aja
11-Apr-19,1,Konter Babe,force close terus
12-Apr-19,1,Alisya Ivanna Insyira,"i dont know how difficult to buy something here, there were many seller take a long time to process my order, how ever, i dont order something difficult, but they take a long time, and i cant cancel. i think you need to filter all seller, 2 times i shop here, and i got late sellers. im really disapp...Full Review"
12-Apr-19,5,cyrillus niron,"the best marketplace in indonesia... everything available in here, you can find the best price for a product here, no need to traveling for checking prices, and its safe shopping here..."
12-Apr-19,4,Faysa Utba,easy to use. interface could be made more simple.
12-Apr-19,3,Rapi Sarono,The Application is good but the price should be more competitive..
12-Apr-19,5,Yudha Hardhiyana Putra,So helpful for me in searching the things I want.
12-Apr-19,2,aufa taufiqulhakim,too many bugs. when i open the search bar it will black screen and also it too slow when open the menu
12-Apr-19,5,Adellia Agusta,One stop online shopping with various prices options
12-Apr-19,5,adinda utari,very user-friendly and trusted apps
12-Apr-19,4,Rani Suhardi,J. J obviously not b j. Ibj I bb bbin I bb I bb. Ni i
12-Apr-19,5,Akian Ong,recommended apps ... very simple for commerce
12-Apr-19,5,Moes Re Adhie,Good application easy to use ... simple but qualified
12-Apr-19,5,DAT BOI,The best E-commerce app/service that i ever used!!!
12-Apr-19,1,Kenneth Leoganda,"i was informed my package is delivered, its not. seller knows nothing, courier (antareja) cant be reached, tokopedia only has a computer that sends me back to seller. and then tells me package recieved. this is highway robbery. most dissppointing!"
12-Apr-19,5,Tya Boim,"Good Apps, very easy to use it"
12-Apr-19,5,Notorious N,easy to use. great service
12-Apr-19,5,Arief Rachman Hakim,the best app to shopping in indonesia
12-Apr-19,5,Markus Hendarto,best for online shopping..😁
12-Apr-19,4,laurensius willy,"Good App , alot cashback,❤❤"
12-Apr-19,5,andi hamzah,love this app with much cashback
12-Apr-19,5,Adi Sujanto,very effective application
12-Apr-19,5,Saknia Puspamika,easy to use. love it
12-Apr-19,5,Edo Kurniawan,the best e-commerce
12-Apr-19,5,bobby hariyanto,best of the best ol shop
12-Apr-19,5,Vicky Pradikta,good aplication and smart aplication
12-Apr-19,5,Desi Ratnasari,Help me to search many product
12-Apr-19,5,dhann vi,best online market
12-Apr-19,5,Nindicha Dwitananda,keep it up
12-Apr-19,5,Junson Layanto,the best marketplace ever
12-Apr-19,5,Ade Cahyanto,tokped is good
12-Apr-19,5,DYAH WIDYARINI,like this App
12-Apr-19,1,Loa Hendra Budiono,can not fair
12-Apr-19,5,TheHackerHell 21,we have very good experience
13-Apr-19,1,Carolina Tambunan,if there is a problem the admin is slow to answer and provide the solution very long. even though the solution is easy to give like a driver search again. very disappointed with the service of tokopedia.
13-Apr-19,5,Surya Cahyadi,Love to shop online here. Good user interface and very convenient. One of my must have app.
13-Apr-19,5,Irwan,very helpful and makes everybody have a successful life earned from this great apps
13-Apr-19,5,H. Hindsano,easy to use and crystal clear
13-Apr-19,5,Kiky Prabowo,"very good, keep up the good work"
13-Apr-19,5,Elmy Andrean,best app for market place.
13-Apr-19,5,hans navastara,best application..good job..
13-Apr-19,5,Erman and Young,good and trusted online shop
13-Apr-19,5,steven wicaksono,good apps and user friendly
13-Apr-19,4,Herman Pratikno,"good job, i like it 😂"
13-Apr-19,5,Alexander Aditya,Nice appss for buy and sell
13-Apr-19,5,dimastio setiawan,trusted online shopping app
13-Apr-19,5,Yogie Nareswara,the best indonesian marketplace
13-Apr-19,5,Avisa Likhie,good app and easy to use
13-Apr-19,5,lina sugiarto,all good so far..
13-Apr-19,5,Hery Santoso,Good and User Friendly
13-Apr-19,5,Rendy,easy to use app
13-Apr-19,5,Abay Djung,very good application
13-Apr-19,5,aditya pratama,Its a very helpfull App
13-Apr-19,5,Lucky Sutisna,super duper very good
13-Apr-19,5,Ludovika Jannoke,so far so good
13-Apr-19,5,Fanny Parwoto,so far so good
13-Apr-19,5,Denny Yuniarta,Great apps and promotions
13-Apr-19,5,abdul rahmandjr,good selling app
13-Apr-19,5,Sivan Alhazen,best merchant apps
14-Apr-19,5,Ichsan Pratama,"Excellent apps, let you choose whatever you want to buy. Have multiple payment ability."
14-Apr-19,5,Adrian Lopu,easy to buy something or make complain if the good received was not matching
14-Apr-19,5,Andy Awidarto,feature complete but simple & straightforward e commerce
14-Apr-19,5,Nurul Sita Resmi,Good application for shopping transactions..
14-Apr-19,5,Bonny windra perwira,the best apps with the official store feature👍
14-Apr-19,5,Dini R. Utami,"UI makin friendly, simple yet clean."
14-Apr-19,5,Andy Wiratmaja,nice dan helpfull apps for online transaction.. thanks
14-Apr-19,4,Karina tasia,love it. helper and useful
14-Apr-19,5,Angga Saputra,Great apps very helpful :)
14-Apr-19,5,Joni phan,nice place for shopping
14-Apr-19,5,Komang Indrayana,very like it.
14-Apr-19,4,Kukuh Ashari,need more official store
14-Apr-19,3,Rado Sumbayak,please fix the bug
14-Apr-19,5,Adi Wibowo,helpfull and very good
14-Apr-19,5,Yoto Yo,Great fast application
14-Apr-19,5,Abd. Muis Jamil,thanks for tokopedia
14-Apr-19,5,susi wardhani,so far sih so good
14-Apr-19,5,suanto arifin,top online shop
14-Apr-19,5,Chokey Manullang,good and perfect application to do shoppings in every needs
14-Apr-19,5,Rya Marisa,love this app
14-Apr-19,5,thekakang,Good app indeed
14-Apr-19,5,Theo Pratama,Promising improvement after several updates
14-Apr-19,5,VIAN [NOOB]SG,demi main gta
14-Apr-19,5,mus warah,very useful for search & buy product
15-Apr-19,5,Santoso Pribadi,"This app has evolved so much over the years and now it's one of THE BEST mobile one-stop commerce in Indonesia. Easy to use, intuitive, lightweight, fast and reliable. Kudos to developers, keep up the fascinating work."
15-Apr-19,5,Johannes Januar,"this apps helps me to find anything I need. easy access, many promos, and relatively save for transaction."
15-Apr-19,5,One of your fan,One of the top app to find a new item at the lowest price with the best quality
15-Apr-19,5,Tommy Kho,realiable applications for online shopping
15-Apr-19,5,Chandra Lumintang,No problems so far. Easy to use and works just as advertised.
15-Apr-19,5,Lindi Mahesi,very helpful and easy to use retail application
15-Apr-19,5,motor cross,"good app ,recommended ,many promo and cashback"
15-Apr-19,5,Rian Sterling,The Best E-commerce Apps we love Tokopedia❤
15-Apr-19,5,harry moza,very helpful for fulfill every day's need
15-Apr-19,4,notes anom,good apps its helpfull !!!
15-Apr-19,4,priyanto budi,"easy navigation, good merchant"
15-Apr-19,5,first end,this apl very good and enjoyable
15-Apr-19,5,shodiq nugroho,good market placed applications
15-Apr-19,5,Regina Suatan,love this app!!
15-Apr-19,5,Snotie White,"Easy, Clear and Tidy"
15-Apr-19,5,Hardy Liga,Good app for shopping
15-Apr-19,5,Ade Dian,good aps for shopping
15-Apr-19,5,reuben aline,very good app
15-Apr-19,4,wisnu murti,easy to pay
15-Apr-19,5,elsa diana,so far soooooo gooood
15-Apr-19,5,Febriyanto Puji Raharjo,Best shop app
15-Apr-19,5,bambang apriyanto,aaajiibb pool
15-Apr-19,5,Rianni Savitri,always 5stars
16-Apr-19,1,Krisna Gunawan,"i can't withdraw my money and need to.wait 7x24 hoursz this is very bad, you cannot held someone else money because you are login into a new device , as long there are no data change. so everyone that just buy a new phone and re install tokopedia should wait a week to withdraw their money ?? there i...Full Review"
16-Apr-19,5,A Google user,"great apps, make it shooping more easier and comfort..."
16-Apr-19,5,Liany Liang,The smartest way for buyer and seller spread their wings
16-Apr-19,5,Hotdi Aurora,"A place where we can find things with competitive price, even this app has regular promo ""Flash sale"" that is so much helpful. Even more, it's user friendly."
16-Apr-19,4,ivanka ivanka,really help me to find things that i need
16-Apr-19,5,Raka HalfAngel,user friendly and clear direction
16-Apr-19,5,JulieCaroline76,"good shoping online, easy to access"
16-Apr-19,5,Werry Tan,good so far for transaction at tokopedia
16-Apr-19,5,Kautsarina Adam,Nice shopping experience！
16-Apr-19,5,sneakers claw,great app and very user friendly
16-Apr-19,5,Mary Christiany,nice & helpful application.
16-Apr-19,5,Puspitasari Rustika,very helpfull and its easy to use it even if for the first time.
16-Apr-19,5,Nendra Wisnu,I love this App
16-Apr-19,5,Miftahul Hilmi,mantap recommend online shopping
16-Apr-19,5,SURYA ANDREAS,good very good
16-Apr-19,5,Fielly Fielly,responsive and fair
17-Apr-19,2,Josh,"please fix after long time installation, app always stop responding, already uninstalled and installed new version still same. please fix it."
17-Apr-19,1,Radifan Aiman Nabil Hibatulhaqqi,"pajeet-tier coding used in apps, unusable for older phone, do you expect me to scroll every damn page? Bring back older theme."
17-Apr-19,5,Joscka Enosh Verdina,because there is so many cool things in side this app
17-Apr-19,5,ivonne chandra,"it's easy, friendly user"
17-Apr-19,5,Muhammad Aditya Dhaneswara,"good app, really help me a lot."
17-Apr-19,5,Brillianti Harini,so far i satisfied with all my transactions
17-Apr-19,4,Nandang Suhendra,it makes us be easy to buy goods
17-Apr-19,5,Revita Anastasia,Great application for shopping
17-Apr-19,5,Hermin Ekasari,the app is user friendly
17-Apr-19,5,Helmi Khairullah,easy to use and happy shopping!
17-Apr-19,5,loranty noegroho,useful for my daily need
17-Apr-19,5,Fuad A.W.,easy to use. complete buy & sell app.
17-Apr-19,5,Eurisa Hadiyati,"good, quick n simple rules"
17-Apr-19,3,Mikarel Niena,so far so good
17-Apr-19,5,Andi Hakim,useful and userfriendly online shoping platform
17-Apr-19,5,cak mus,describe your experience
17-Apr-19,5,Creative Culinary McKenzie,tokopedia is the best
17-Apr-19,5,Cucu Liauw,top markotop my favourite appss
17-Apr-19,5,Prattama Santoso Utomo,simple yet helpful apps
17-Apr-19,5,Ken Mibu,good apps market place
17-Apr-19,5,RYAN P,so far so good
17-Apr-19,5,marcus nugraha,fast and good
17-Apr-19,5,Gatots 1012,life so become easy
17-Apr-19,5,Dewi Pusporini Budiman,User friendly app
18-Apr-19,5,Ramon Tongko,"please give more attention, support and protection to buyers."
18-Apr-19,5,Vanessa Ardianty,"Useful and functional. No crash, lots of discounts, safe transaction, and fast responses."
18-Apr-19,5,Kanou Atama Kyousuke,"love spent ma monei here, hope more product before Amazon open southeast asia market. but wait actually we already has China Amazon version."
18-Apr-19,5,Rhein Gozal,superb. trusted online shopping platform. keep it up.
18-Apr-19,5,afif miftaqhul huda,"Its very helpful for me, i can shop all things 😁"
18-Apr-19,5,Herman Oei,"Very useful app, thumb up👍"
18-Apr-19,3,Suanni Gozali,confuced told to up date but after that you have to install again
18-Apr-19,5,Pro games gamer,at this application I can buy something cheaper
18-Apr-19,5,Andi Lim,"easy to use.. best apps in indonesia, next Asia 💪💪"
18-Apr-19,5,Lisia Djohary,Favorites Aps for e-com transactions. loved it.
18-Apr-19,5,Andreas Sopian,easy to use. good app
18-Apr-19,5,Guusje Usye,perfect online shopping app
18-Apr-19,5,Agus_ Triwahyudin,Alhamdulillah.. Thanks All
18-Apr-19,5,Alfonsus Siregar,very good and useful
18-Apr-19,5,Andy Wu,so far the best familiar apps for me
18-Apr-19,5,yence radjiman,everything is ok
18-Apr-19,4,antya adpada,so far so good
18-Apr-19,4,Euis Rachwati Sakinah,good or even better than before..
18-Apr-19,5,Handoko Agung Fuandy,best online shop in Indonesia for the moment
18-Apr-19,5,Graciella Liginia Pramono,the most favorite app.
18-Apr-19,5,Rahma Fathia,this app is incredible
18-Apr-19,5,Petrus PTKing,good choice for e.shopping
18-Apr-19,5,sonny,good apk.. thanks..
18-Apr-19,5,ibrahim malela,great marketplace ever
18-Apr-19,5,ratna yuliani,good aplication for shopping
18-Apr-19,5,Herbeth Halim,for spend ur money until u poor
18-Apr-19,5,Alvin Widyani,good online shop.
18-Apr-19,5,Luna Veena,easy to use and never hangs
18-Apr-19,5,Fitra Hidiyanto,best online shop app..
18-Apr-19,5,Fitri Gabezz,so easy to use
18-Apr-19,5,Agung Nugroho,Fast ang convenient.
18-Apr-19,5,Yotam Sugihyono,Good Apps. Two Tumbs Up
18-Apr-19,4,MyGOMEZ Channel,easy to use
18-Apr-19,5,Dimas Putra,recommended apps ecommerce
18-Apr-19,5,Balyan Batubara,a Good Apps Store
18-Apr-19,5,Mitra Rahardja,good online shop
18-Apr-19,5,Hanny Susanto,good app very usefull
18-Apr-19,5,Jerry Johary,Double triple Jempoll
18-Apr-19,5,Nita Indriani,Cakeph cashback nya
18-Apr-19,5,Arsa Sandi,good n usefull app
18-Apr-19,5,Babykoe Olshop,"Still my #1 online shopping app, so much more convenient to shop for my household needs, my kids needs, bills, etc so I can have extra time with my family instead of going around doing traditional shopping and queuing at the cashier counter. One more wish from me to Tokopedia is to enable us to orga...Full Review"
19-Apr-19,2,Fabianus Nontji,"tokopedia is used to be a good application but they are doing to many upgrade recently and the more they are doing upgrade create more problem such as: Program Error on money withdrawal, too slow on operating, Problem with Photo on Product and etc.."
19-Apr-19,2,Steve Aviandy,"so much bugs, cant use ads per hour for my sale products, always give connection error messages, wth im using home wifi and 4g connection and it give same connection error? not happened before i update this app"
19-Apr-19,5,Rifianto Suryawan,The best online marketplace in Indonesia. It has almost everything I need.
19-Apr-19,5,angga rudini,"good application, help to search many product, best online shopping apps"
19-Apr-19,5,Gusti Noor Fauzan,"User friendly app, awesome user interface."
19-Apr-19,1,download aja,After update to the new version. I can't log in and change my email.
19-Apr-19,5,Adnan H. Tisnabudi,"very informative, reliable and easy to use."
19-Apr-19,5,Rasyid Azmi,Really useful apps to shop online👌
19-Apr-19,5,Mutiara Hildadien,my favorite e commerce application
19-Apr-19,3,rini risviana,sometimes the notification is not on
19-Apr-19,5,Azhari Subur,"easly for use, fast response"
19-Apr-19,5,mahbub ul-haq muhammad,Best UI UX compared to other e-commerces
19-Apr-19,5,Devita Ivanasari,"Spesific search engine, and complete"
19-Apr-19,5,Tommy Wijaya,best sell and buy app ever !
19-Apr-19,4,Joni Lim,very good marketplace app. minor bugs in chat
19-Apr-19,5,Fuji Aris Pratama,very usefull application..
19-Apr-19,5,Master154,The best online shopping in the world!!!
19-Apr-19,4,Wahyu Priyono,new version is way more complicated. please back to KISS philosophy
19-Apr-19,5,Prasetya Purwanto,"good, easy to use"
19-Apr-19,4,Endah Pratiwi,good price and services
19-Apr-19,5,Ronny Mursatio,this apps helps so many home industry
19-Apr-19,3,chatur chinta,the item we are not sure is original or not why dony you put grade on it
19-Apr-19,5,Jeremiah Eddy,favorite online shop right now
19-Apr-19,5,Syarif Ibnu Zaelani,i like this application.
19-Apr-19,4,Kenny Chandra,easier than other apps
19-Apr-19,5,Aswin Oktobrian,very helpfull for me
19-Apr-19,5,agung dewanto,very helped.. thank you..
19-Apr-19,4,Djoko Budinindito,two thumbs for it
19-Apr-19,5,gusti hariyadi maulana,very good n very easy....
19-Apr-19,1,Burhan Burhan,"cant update, apps too large"
19-Apr-19,5,suandi hong,"thanks, goods app"
19-Apr-19,5,TEDDY ZUSMA,Best OL Shop in the Indonesia Market.
19-Apr-19,5,Laras Oktaviani,its so good
19-Apr-19,5,Hanny Ridwan,easy way to do more
19-Apr-19,5,Goenawan Surip,easy to use apps.
19-Apr-19,5,aris diartama,good shop aplikassiiiiii
19-Apr-19,5,wied wijayadi,excellent n user friendly
19-Apr-19,5,Arya Pandu Winarsya,like n good aplication
19-Apr-19,5,With Juli,no 1 online shooping until now
19-Apr-19,5,Grey Scooter,im very satisfied..
19-Apr-19,5,Hadi Widiatmoko,Friendly and entertain
19-Apr-19,5,Ricky Sofian,great app for shopping
19-Apr-19,5,P4N5ER,easy to use
19-Apr-19,5,Michael Juwono,simple n very helpful
19-Apr-19,5,Hendra Wijaya,very good forever
19-Apr-19,5,Yohana Aviella Nawang Windarti,best online shop
19-Apr-19,5,Hartoni Arga,great & fun marketplace
19-Apr-19,5,fenny f,keep it up!
20-Apr-19,4,Pinda Hape,"Very good e-commerce platform, but customer service (CS) needs a lot of improvement. It seems that the aim of the CS is to close the reporting case, not to solve the problem well. I had case which was not handle professionally by CS. Need to be careful if you plan to do a big purchase."
20-Apr-19,1,Wazdi Lukmanul Hakim,"very bad app, unlimited lagging, force close, not responding app, on my sony xperia z5 dual"
20-Apr-19,2,Zack Zelda,"App not responsive, black screen when open another feature."
20-Apr-19,5,Herlina Veronica,"I'm not good with reviews, but it's a good e-commerce app. I can get a lot of things I need easily."
20-Apr-19,5,Alung Tjong,nice Application so many product you can find at this application.
20-Apr-19,5,Marion Liman,"good app over all, the best retail shop app until jow in indonesia, thx"
20-Apr-19,4,Wien Hermantio,customer support should have been better.
20-Apr-19,5,Eka Paramartha,"good, i love it, please give me bonus"
20-Apr-19,5,fahruddin burhanuddin,Trusted applocation. All transaction was succed.
20-Apr-19,5,marky junky,The best local e-commerce so far!
20-Apr-19,4,Hendra Kurniawan,easy to use..& more promo available
20-Apr-19,1,Andy Clinton,Bad apps.. Egg for tap tap doesnt appear in my ID
20-Apr-19,5,Budi Liman,"good online store apps, very easy to see, and many promo programs"
20-Apr-19,5,Victor Yasadhana,It's easy and fun ways to shop your desired products.
20-Apr-19,5,Dimas Hanif,easy way to online shopping 😉
20-Apr-19,5,Thalia Kezia,"the best app, I love shopping here"
20-Apr-19,4,pranantia herlambang,Very good Indonesian online shopping apps.
20-Apr-19,5,Sulistyo Adhi Nugroho,Recommended App for buy and sell stuff.
20-Apr-19,5,Willie Tandanu,1st time but fun and satisfied
20-Apr-19,4,Albertus Martin,surely you can improve on the ui more
20-Apr-19,5,A Google user,user friendly apps with very good customer service
20-Apr-19,2,Cindyanti charlenetri rachmawati,tokopedia's customer service is so unhelpful
20-Apr-19,5,Purwanto Widodo,"I like it, more faster than before."
20-Apr-19,5,Kang AKom,very good and user friendly
20-Apr-19,1,Bunbun Jayanggadireja,It is to open tokopedia.I have no experience
20-Apr-19,5,Didik Priono Soetanto,Everybody can buy everything from Tokpedia
20-Apr-19,5,akhmad nouval,"nice app, friendly use ..."
20-Apr-19,5,azahrah zakiyah najla fahirah,excelent and easy to buy something wr need
20-Apr-19,5,GS R,this app is friendly use
20-Apr-19,5,Faisol Achmad,good online shopping
20-Apr-19,5,Mb Bulang,Good Market Place
20-Apr-19,5,Dodi Maulana,Its good application
20-Apr-19,5,Yang Zhao Hui,easy and powerfull app
20-Apr-19,5,Kristiawan Eko Susilo,easy learn easy use
20-Apr-19,5,Ari Setiawan,good store online shopping
20-Apr-19,5,Calvados Gamer,Easy to use
20-Apr-19,5,Fardiana Utami,love this app.
20-Apr-19,5,Ida Mulyani,Yes it is goof
20-Apr-19,5,abi putra,is soo cool
20-Apr-19,5,Thian Liang黃天良,great ecommerce apps
20-Apr-19,4,trijoko ediyanto,"good, more informative"
20-Apr-19,5,willy pangestu,"great apps, easy to used"
20-Apr-19,1,ahmad maula,not user friendly
20-Apr-19,5,Ahmad Van der fath,helpful for shopping
20-Apr-19,5,Anjar jayy,good job tanks good job tanks
20-Apr-19,5,Iin Indriyani,Easy to use and pay.
20-Apr-19,5,Lisa Charisa,tokopedia really helful
20-Apr-19,1,Oktavina Andriyasari,"Was a good app until the latest updates with soooooo much spam and God i hate the feeds notification. The best part is that it can't be changed in the notifications settings! Not everyone using this app wants to see notifications from the shop feed. This is an app where you buy and sell things, not ...Full Review"
20-Apr-19,5,Elsyi Praspera,Favorite app to shop 💖
20-Apr-19,5,Kristina Getruda,easy and exciting
21-Apr-19,1,Darwin Darwib,bad habbit....my id have been blocked after he think ive cheated them...buat i already sent then the prove that i make a real transaction...and then they still give me a nonsense answer....i thought it is a good platforms but now im pesimistic about it....
21-Apr-19,3,Ben Dobbs,"i am so tired of the eggs and coupons. for the love of god, let me opt out. ill pay you to stop giving me eggs."
21-Apr-19,5,kiki setiawan,It's really help me to find stuff. And it's security gives me peace of mind since the payment will be on hold until I receive the product
21-Apr-19,5,Michael Oliver,"excellent, responsive and simple"
21-Apr-19,5,joseph kenneth,Good. Very good aplication
21-Apr-19,5,PM Wina Kheva,love it. keep a good work. and more updare features
21-Apr-19,4,Reza Saputra,flash sale option cant scroll down correctly
21-Apr-19,4,Delano6707,delivery and transaction system is good
21-Apr-19,4,buchari djahri,E3 E3 2 we went out E4 request sewers Q3 w23
21-Apr-19,5,prayitno guntur,all in one application...great
21-Apr-19,4,NUVR,"the ui is easy to use, many promotion"
21-Apr-19,5,Wawan Setiawan,Good Apps and very useful
21-Apr-19,5,Last Update,nice app. help me so much
21-Apr-19,5,Tamariska Adinda,good application easy to use
21-Apr-19,5,Aditya Primarianto,Very good application
21-Apr-19,5,Siti Nurhaini,The best for online shop
21-Apr-19,5,Briyeni nv,very good shop online
21-Apr-19,5,Dee Ar,awesome.. loved it
21-Apr-19,5,bagong lucu,interesting online apps
21-Apr-19,5,Faisal Ismail,good good good good good
21-Apr-19,5,harto hatmojo,easy for use
22-Apr-19,1,Albert Sutanto,"@ Pinda hape. YES.the CS are very lauzy not solving a problem only give an excuse. I have a same problems with you none of them been solved. any way just 4get the ""KUPON MANTAP or DISCOUNT VAUCHER"". It is very useless vaucher...@Shanty S'aid. yes you are "
22-Apr-19,4,Kenny Soangkupon,"There should be a feature where we can banned certain buyer from repurchasing in our store. I had some bad experience with certain buyer and hope they won't go back to my store. If they did, I cannot ignore since it will affect my rating, it would be such a disadvantage for me as sellers."
22-Apr-19,4,Surya Bali,"Good product option, but can be much better. Also, is there any possibility to review ongkir toko. It's away high. Sometimes it can be higher than the product price. For me, it doesn't make sense. Thanks for deliberating my input."
22-Apr-19,5,Maria D,Tokopedia offers a wide range of products. You can find almost anything. It also offers countless discount and promotions which makes it so competitive. Love it.
22-Apr-19,4,ahmad mustofa,"nice app, easy to use. but sometimes because it offers too many things, I got confused which menu I have to click. it happens for most e commerce"
22-Apr-19,5,Yuli Lou,the apps make me easier to buy anything or sell anything.
22-Apr-19,5,Rhèéf Doank,good experience so far... keep up the good work 👍
22-Apr-19,5,Frans bara,easy to use..lots of coupon and prizes..responsible seller
22-Apr-19,5,Ray Tandoko,enjoy my life on easy way shopping with tokopedia
22-Apr-19,5,yonies,One of the best marketplace apps
22-Apr-19,5,Michael Rudy,tokopedia... good application and very recommended
22-Apr-19,3,Helen Zulkarnain,jgnnjbvvn do v hey f be gçfuvn no to cfc go c be ç uni in but yc for tc then
22-Apr-19,5,pasrep nurhadi,Smart and quick download.
22-Apr-19,5,Mahatma kusuma Wardhana,"easy to use,very helpfull app"
22-Apr-19,4,farhat wahab,"only order, but not yet delivered."
22-Apr-19,4,The Prasetyo Family,so far ok.. nothing's perfect
22-Apr-19,5,afkarual veroik,"Awesome, All in one Apps."
22-Apr-19,1,BlackSyX,too much ads in another app and website i hate this app
22-Apr-19,5,Gunawan Tan,very useful apk to sell and buy.. keep good job tokopedia
22-Apr-19,5,yohanes wiro samiran wiro,good and operasional is simple
22-Apr-19,5,Kuchisake Anna,best e-commerce application so far
22-Apr-19,5,Richard Frank Taihutu,one app for all of your needs
22-Apr-19,5,Cerita Usi,I use tokopedia to buy my everthing and very helpfull ..tkanks toko pedia
22-Apr-19,5,Agnes Nababan,the best apps ever made!
22-Apr-19,5,Eva Noormala,it's recommended online shop
22-Apr-19,1,HOCO INDO,no expert...local class
22-Apr-19,5,Patria Patria Aria Prawiranegara,I like this apps
22-Apr-19,4,imam rofik,online shop recommended 👍👍
22-Apr-19,5,Aldy,easy to use
22-Apr-19,5,dafezz anand,Best online shop
22-Apr-19,5,Felix Jonathan,Fun to shop
22-Apr-19,5,afit awan,easy & useful
22-Apr-19,5,BERKAT CAHAYA CEMERLANG,Great and good job
22-Apr-19,5,Titik Titik,very goods apps
22-Apr-19,5,Ai Daney,helpful and great app
22-Apr-19,5,Eny Budi Utami,easy to use
22-Apr-19,5,Epsilya Dewianti,good online shop
22-Apr-19,2,sovia quantum,good online shop
22-Apr-19,1,alit wardhana,"Spam, pop ads, game over, uninstall"
22-Apr-19,5,Akhmad Amin,very good application
23-Apr-19,2,Geralldo RuLey,Dont know why.. this is The only online shop that slugish on my phone. Always black screen for past a years updates not fixing it. Changing between menus will lead the app to Crash. Force close. Try uninstall and install again but nothing
23-Apr-19,5,Paul Logan,"easy to use, lots of product, safe transactions. great app overall"
23-Apr-19,5,Gunawan 1275,best shoping platform whereas many payment channel avail and products sell type...also with a lot of free amazed shoping vouchers everyday ... ;)
23-Apr-19,4,lazuardi boby,great app(for now) do more innovation for more star.
23-Apr-19,5,fasya aziz,Great apps and friendly use! Keep up the good works!
23-Apr-19,5,Putri Kinasih,i like this app more than any other e-commerce apps. it is easy to use and super user friendly.
23-Apr-19,5,Riza Satria,"best marketplace app.. easy yo navigate, very user friendly.."
23-Apr-19,5,Sam Lauren,"online shoping with fun, easy for newbie user"
23-Apr-19,4,ikhsan nasrudin,"fast , reliable and convenience"
23-Apr-19,1,Dedo Benadi Aga,Hangs and crashes all the time.
23-Apr-19,5,Yudi Arief,nice experiance and easy for online shopping
23-Apr-19,5,Sherly Fusin,one stop solution for all your daily needs
23-Apr-19,5,Percysido Gorat,user friendly apps. superr!
23-Apr-19,5,Indra Lesmana,I've just to try this apps
23-Apr-19,5,Julita Suriyanto,great apps with great cust service
23-Apr-19,5,Vinsf Gaming,Best shopping app ever exist
23-Apr-19,5,Rachmat Dradjat,I am very satisfied
23-Apr-19,5,agus ufai,always go on good bussiness.
23-Apr-19,5,Jayz Black,very helpfull for me
23-Apr-19,5,Yuniardi Simon,good app for shopping
23-Apr-19,4,Riana Sari Dewi,easy to use
23-Apr-19,5,arya boma,best shopping online
23-Apr-19,5,Dermawan Tan,trusted online shop app
23-Apr-19,5,Pamela Suryadjaya,great app for indonesian businesses
23-Apr-19,5,Rudy Tambunan,Best for life...
23-Apr-19,5,nurmeila wati,"Up till now, I always receive good sercives."
23-Apr-19,5,mba keren,nice apps thanks dev
23-Apr-19,5,Yovita Stephanie,amazing aplikasi and so useful
23-Apr-19,5,Hadi Pratikno,very good references
23-Apr-19,5,Trafelx Kazuki,easy to applicate
23-Apr-19,5,rizal budiono,awesome to easy shooping
23-Apr-19,4,Refa Primadani Yusuf,Usefull and friendly
23-Apr-19,5,Hasan Azhari,great App's
24-Apr-19,5,bagas Pramaditya,I am telling this application so help me..2 thumb up..
24-Apr-19,5,asep pramita,usefull. FAST. recommended.
24-Apr-19,5,Akhmad Saefuddin,Easy to use and best promo ever.
24-Apr-19,5,Nengsih TP1,nice online shopping best online shop app!
24-Apr-19,5,Tomy Victoria,one of good market place application
